Lx=8
Lz=8
38.8125,31.049999999999997,67.1875,2009,1
31.049999999999997,10.35,64.5,1624,1
38.8125,28.4625,69.875,1978,1
18.112499999999997,15.524999999999999,67.1875,889,1
28.4625,0.0,2.6875,1281,-1
0.0,38.8125,40.3125,239,1
38.8125,10.35,13.4375,1861,-1
36.225,0.0,43.0,1808,-1
15.524999999999999,15.524999999999999,75.25,892,1
20.7,20.7,75.25,1180,1
15.524999999999999,5.175,75.25,828,1
15.524999999999999,23.287499999999998,8.0625,899,1
20.7,10.35,53.75,1108,-1
10.35,0.0,0.0,512,-1
25.875,31.049999999999997,32.25,1484,1
18.112499999999997,33.637499999999996,48.375,978,1
10.35,38.8125,72.5625,763,1
0.0,20.7,0.0,128,1
5.175,18.112499999999997,40.3125,367,1
33.637499999999996,33.637499999999996,16.125,1734,-1
10.35,20.7,21.5,648,1
36.225,7.762499999999999,18.8125,1831,-1
7.762499999999999,25.875,67.1875,441,1
0.0,18.112499999999997,61.8125,119,1
20.7,31.049999999999997,0.0,1216,1
36.225,33.637499999999996,40.3125,1999,-1
28.4625,36.225,77.9375,1533,1
36.225,20.7,10.75,1924,-1
2.5875,33.637499999999996,59.125,214,1
15.524999999999999,12.9375,18.8125,839,1
28.4625,28.4625,26.875,1450,1
2.5875,23.287499999999998,26.875,138,1
31.049999999999997,2.5875,40.3125,1551,-1
0.0,33.637499999999996,83.3125,223,1
5.175,18.112499999999997,61.8125,375,1
0.0,15.524999999999999,21.5,104,1
28.4625,0.0,13.4375,1285,-1
10.35,0.0,10.75,516,1
38.8125,18.112499999999997,48.375,1906,-1
20.7,33.637499999999996,72.5625,1243,-1
33.637499999999996,36.225,67.1875,1785,-1
15.524999999999999,28.4625,29.5625,939,1
5.175,33.637499999999996,40.3125,463,1
36.225,20.7,64.5,1944,-1
5.175,38.8125,61.8125,503,1
2.5875,10.35,13.4375,69,1
7.762499999999999,38.8125,80.625,510,1
12.9375,10.35,45.6875,593,1
38.8125,23.287499999999998,26.875,1930,1
28.4625,12.9375,26.875,1354,1
12.9375,12.9375,37.625,590,1
15.524999999999999,36.225,0.0,992,1
2.5875,18.112499999999997,5.375,98,1
12.9375,28.4625,16.125,678,1
12.9375,2.5875,48.375,530,1
0.0,20.7,43.0,144,1
18.112499999999997,20.7,34.9375,909,-1
28.4625,28.4625,5.375,1442,-1
12.9375,20.7,67.1875,665,1
23.287499999999998,7.762499999999999,5.375,1058,1
7.762499999999999,10.35,2.6875,321,1
