Lx=6
Lz=6
2.5875,10.35,24.1875,57,-1
28.4625,7.762499999999999,37.625,758,1
0.0,12.9375,29.5625,59,-1
0.0,10.35,32.25,60,-1
23.287499999999998,28.4625,26.875,706,-1
28.4625,25.875,34.9375,853,1
7.762499999999999,5.175,24.1875,177,1
18.112499999999997,15.524999999999999,45.6875,521,1
23.287499999999998,20.7,45.6875,689,1
23.287499999999998,28.4625,16.125,702,1
0.0,0.0,32.25,12,1
18.112499999999997,7.762499999999999,5.375,458,1
20.7,25.875,53.75,716,1
12.9375,20.7,24.1875,393,1
5.175,12.9375,51.0625,211,-1
7.762499999999999,18.112499999999997,48.375,234,1
18.112499999999997,18.112499999999997,26.875,514,1
20.7,20.7,0.0,672,1
18.112499999999997,5.175,13.4375,461,-1
10.35,25.875,0.0,408,-1
18.112499999999997,12.9375,37.625,494,1
5.175,10.35,43.0,208,-1
15.524999999999999,2.5875,40.3125,447,-1
15.524999999999999,18.112499999999997,18.8125,511,1
23.287499999999998,0.0,45.6875,593,-1
20.7,28.4625,51.0625,715,1
2.5875,12.9375,48.375,66,-1
25.875,28.4625,61.8125,863,1
15.524999999999999,12.9375,40.3125,495,1
7.762499999999999,10.35,24.1875,201,1
20.7,12.9375,40.3125,639,1
15.524999999999999,15.524999999999999,21.5,512,1
23.287499999999998,23.287499999999998,16.125,678,1
2.5875,12.9375,5.375,50,-1
12.9375,18.112499999999997,48.375,378,1
23.287499999999998,25.875,56.4375,717,1
12.9375,2.5875,48.375,306,-1
28.4625,23.287499999999998,59.125,838,1
0.0,25.875,43.0,136,-1
25.875,7.762499999999999,61.8125,767,1
0.0,12.9375,61.8125,71,-1
0.0,18.112499999999997,18.8125,79,-1
5.175,28.4625,8.0625,267,-1
7.762499999999999,7.762499999999999,26.875,178,1
28.4625,7.762499999999999,26.875,754,-1
0.0,18.112499999999997,61.8125,95,-1
2.5875,7.762499999999999,59.125,46,-1
18.112499999999997,0.0,13.4375,437,-1
0.0,0.0,43.0,16,-1
5.175,28.4625,51.0625,283,-1
10.35,12.9375,40.3125,351,1
28.4625,10.35,56.4375,789,1
20.7,18.112499999999997,61.8125,671,-1
28.4625,25.875,45.6875,857,1
0.0,28.4625,8.0625,123,-1
18.112499999999997,20.7,34.9375,541,1
0.0,23.287499999999998,8.0625,99,-1
20.7,15.524999999999999,21.5,656,1
25.875,0.0,21.5,728,-1
23.287499999999998,12.9375,37.625,638,1
10.35,18.112499999999997,29.5625,371,1
12.9375,25.875,24.1875,417,1
20.7,5.175,43.0,616,1
7.762499999999999,18.112499999999997,5.375,218,1
25.875,7.762499999999999,8.0625,747,1
18.112499999999997,7.762499999999999,59.125,478,1
28.4625,18.112499999999997,26.875,802,1
0.0,10.35,10.75,52,1
20.7,2.5875,61.8125,599,-1
2.5875,23.287499999999998,48.375,114,-1
18.112499999999997,20.7,13.4375,533,1
2.5875,23.287499999999998,16.125,102,-1
18.112499999999997,10.35,2.6875,481,1
2.5875,25.875,24.1875,129,-1
25.875,28.4625,18.8125,847,1
10.35,15.524999999999999,21.5,368,1
20.7,28.4625,61.8125,719,1
5.175,23.287499999999998,61.8125,263,-1
18.112499999999997,15.524999999999999,13.4375,509,1
7.762499999999999,12.9375,59.125,214,-1
12.9375,0.0,56.4375,309,-1
20.7,7.762499999999999,61.8125,623,1
12.9375,28.4625,48.375,426,1
12.9375,25.875,34.9375,421,1
5.175,2.5875,40.3125,159,1
20.7,28.4625,40.3125,711,-1
25.875,25.875,53.75,860,1
2.5875,5.175,56.4375,45,1
10.35,23.287499999999998,8.0625,387,1
10.35,5.175,0.0,312,1
12.9375,28.4625,37.625,422,1
0.0,23.287499999999998,18.8125,103,-1
7.762499999999999,5.175,56.4375,189,1
2.5875,18.112499999999997,37.625,86,-1
28.4625,5.175,2.6875,745,1
7.762499999999999,7.762499999999999,5.375,170,1
28.4625,12.9375,48.375,786,1
5.175,23.287499999999998,8.0625,243,-1
7.762499999999999,20.7,34.9375,253,-1
25.875,23.287499999999998,40.3125,831,1
5.175,18.112499999999997,51.0625,235,-1
